FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY_NAME,COUNTY_NAME,STATE_COUNTY_FIPS_CODE,Code Expansion for State  FIPS Code,STATE_ABBR,Code Expansion for State Abbreviation,ZIP_CODE,REGION,Code Expansion for Region,FAC_CLOSED_IND,MAIL_NAME,MAIL_STREET_ADDRESS,MAIL_CITY,MAIL_STATE_ABBR,MAIL_COUNTRY,MAIL_ZIP_CODE,ASGN_AGENCY,Code Expansion for Assigned Agency,ASGN_FEDERAL_IND,PARENT_CO_DB_NUM,PARENT_CO_NAME,STANDARDIZED_PARENT_COMPANY,ASGN_PARTIAL_IND,ASGN_PUBLIC_CONTACT,ASGN_PUBLIC_PHONE,ASGN_PUBLIC_CONTACT_EMAIL,REGISTRY_ID,ASGN_PUBLIC_PHONE_EXT,LATITUDE,LONGITUDE,REF_POINT_DESC,REF_POINT_CODE,COLLECT_DESC,COLLECT_MTH_CODE,ACCURACY_VALUE,ACCURACY_SCORE,HDATUM_DESC,SCALE,SOURCE_CODE,CONVEYOR,COMPLIANCE_URL,FACILITY_COMPLIANCE_REPORT_URL
60131RDWRN10800,WERNER CO CHICAGO DIVISION,10800 W BELMONT AVE,FRANKLIN PARK,COOK,17031,COOK IL,IL,N/A,601311588,5,REGION 5,0,WERNER CO CHICAGO DIV,PO BOX 448,FRANKLIN PARK,IL,,60131-0448,,N/A,C,195029707,WERNER HOLDING CO (DE) INC,,0,JIM E. INGRAM,8474559450,,1.10E+11,,41.93753,-87.895653,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60131RDWRN10800
60131RLBLP11411,MACLEAN POWER SYSTEMS,11411 ADDISON STREET,FRANKLIN PARK,COOK,17031,COOK IL,IL,N/A,60131,5,REGION 5,0,MACLEAN POWER SYSTEMS,11411 ADDISON STREET,FRANKLIN PARK,IL,,60131,,N/A,C,5086376,MACLEAN-FOGG CO,,0,LT SCRUGGS,8474550014,,1.10E+11,,41.942573,-87.910238,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60131RLBLP11411
60131STRLN3820N,STERLING ENGINEERED PRODUCTS INC,3820 N CARNATION,FRANKLIN PARK,COOK,17031,COOK IL,IL,N/A,60131,5,REGION 5,0,STERLING ENGINEERED PRODUCTS INC,3820 N CARNATION,FRANKLIN PARK,IL,,60131,,N/A,C,5045000,TRINOVA CORP,,0,WILLIAM K.LEE,3126787500,,1.10E+11,,41.947334,-87.888441,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60131STRLN3820N
60131TXTLC10421,ECOLAB INC,10421 FRANKLIN AVE,FRANKLIN PARK,COOK,17031,COOK IL,IL,N/A,60131,5,REGION 5,1,ECOLAB INC,10421 FRANKLIN AVE,FRANKLIN PARK,IL,,60131,,N/A,C,6154611,ECOLAB INC,,0,TIMOTHY B. CORA,8157294900,,1.10E+11,,41.94018,-87.88642,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60131TXTLC10421
6013WWSMRQ1144W,VORTEQ COIL FINISHERS,11440 ADDISON AVE,FRANKLIN PARK,COOK,17031,COOK IL,IL,N/A,60131,5,REGION 5,0,VORTEQ COIL FINISHERS,930 ARMOUR ROAD,OCONOMOWOC,WI,,53066,,N/A,C,,No US Parent,NA,0,LISA RIESCH,2625671112,LISA.RIESCH@VORTEQCOIL.COM,1.10E+11,,41.94313,-87.91126,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=6013WWSMRQ1144W
60142MDWST11213,MAASS MIDWEST MANUFACTURING INC,11283 DUNDEE RD,HUNTLEY,MCHENRY,17111,MCHENRY IL,IL,N/A,60142,5,REGION 5,0,MAASS MIDWEST MANUFACTURING INC,PO BOX 547,HUNTLEY,IL,,60142,,N/A,C,NA,MAASS MIDWEST MANUFACTURING INC,MAASS MIDWEST MANUFACTURING INC,0,ARTHUR BUKOWSKI,8476695135,ART@MAASSMIDWEST.COM,1.10E+11,,42.16716,-88.41567,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60142MDWST11213
60142NNSPCONEUN,UNION SPECIAL CORP,ONE UNION SPECIAL PLAZA,HUNTLEY,MCHENRY,17111,MCHENRY IL,IL,N/A,601427007,5,REGION 5,0,UNION SPECIAL CORP,ONE UNION SPECIAL PLAZA,HUNTLEY,IL,,60142-7007,,N/A,C,NA,No US Parent,,0,TOM BARTEL,8476694352,,1.10E+11,,42.171734,-88.431586,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,20,NAD83,,,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60142NNSPCONEUN
60142PNTPL11314,PENTAPLEX INC,11314 MAIN ST,HUNTLEY,MCHENRY,17111,MCHENRY IL,IL,N/A,60142,5,REGION 5,1,PENTAPLEX INC,11314 MAIN ST,HUNTLEY,IL,,60142,,N/A,C,NA,No US Parent,,0,ALAN A. GAGNON,,,1.10E+11,,42.169097,-88.421943,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,150,150,NAD83,100000,80,COMMERCIAL VENDOR,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60142PNTPL11314
60143MLPLX1301W,MILPLEX CIRCUITS INC,1301 W ARDMORE AVE,ITASCA,DUPAGE,17043,DUPAGE IL,IL,N/A,60143,5,REGION 5,0,MILPLEX CIRCUITS INC,1301 W ARDMORE AVE,ITASCA,IL,,60143,,N/A,C,,No US Parent,NA,0,RAJ PATEL,6302501580,SALES@MILPLEX.COM,1.10E+11,,41.98045,-88.03417,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60143MLPLX1301W
60150NWPRD4800W,HARBORTOWN DIVISION/IBR CORP,4800 W ROOSEVELT RD,CHICAGO,COOK,17031,COOK IL,IL,N/A,60644,5,REGION 5,0,HARBORTOWN DIVISION/IBR CORP,4800 W ROOSEVELT RD,CHICAGO,IL,,60644,,N/A,C,56819105,IBR CORP,,0,JUDY BROSNAN,7733794000,,1.10E+11,,41.86589,-87.74476,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,50,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60150NWPRD4800W
60153KLMSS2424S,KALMUS & ASSOCIATES INC,2424 S 25TH AVE,BROADVIEW,COOK,17031,COOK IL,IL,N/A,601533874,5,REGION 5,0,KALMUS & ASSOCIATES INC,2424 S 25TH AVE,BROADVIEW,IL,,60153-3874,,N/A,C,NA,No US Parent,,0,HENRY KALMUS,7083437004,,1.10E+11,,41.85898,-87.86263,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60153KLMSS2424S
60153RLGLG2801S,REPLOGLE GLOBES INC,2801 S 25TH AVE,CAROL STREAM,DUPAGE,17043,DUPAGE IL,IL,N/A,60155,5,REGION 5,0,REPLOGLE GLOBES INC,2801 S 25TH AVE,CAROL STREAM,IL,,60155,,N/A,C,,,,0,EDWARD J. DIESCHBOURG,7083430900,,1.10E+11,,41.851421,-87.86035,CENTER OF A FACILITY OR STATION,102,GPS - UNSPECIFIED,28,10,10,NAD83,24000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60153RLGLG2801S
60160NCHRP2755W,ENCHRO PLATING LTD,2755 W LAKE ST,MELROSE PARK,COOK,17031,COOK IL,IL,N/A,60160,5,REGION 5,0,ENCHRO PLATING LTD,2755 W LAKE ST,MELROSE PARK,IL,,60160,,N/A,C,,No US Parent,NA,0,ANDREW NEULANDER,7084501250,ANDREW@ENCHRO.COM,1.10E+11,,41.896431,-87.868461,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,99999999,NAD83,,,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60160NCHRP2755W
60160NTNLC110NO,NATIONAL CASTINGS INC,110 N 25TH AVE,MELROSE PARK,COOK,17031,COOK IL,IL,N/A,60160,5,REGION 5,1,NATIONAL CASTINGS INC.,1400 S. LARAMIE AVE.,CICERO,IL,,60804-1395,,N/A,C,NA,No US Parent,,0,RUSS BAGNUOLO,7088634800,,1.10E+11,,41.89303,-87.864,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60160NTNLC110NO
60160PNRPN1529N,FEDERATED PAINT MANUFACTURING CO INC.,1529 N 31ST ST,MELROSE PARK,COOK,17031,COOK IL,IL,N/A,60160,5,REGION 5,0,FEDERATED PAINT MANUFACTURING CO INC.,1529 N 31ST ST,MELROSE PARK,IL,,60160,,N/A,C,5152848,FEDERATED PAINT MANUFACTURING CO INC,,0,CHRIS SANEK,7083454848,,1.10E+11,,41.901531,-87.870862,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,20,NAD83,,,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60160PNRPN1529N
60165LLBRT3118W,ALL-BRITE ANODIZING CO,3118 W N AVE,STONE PARK,COOK,17031,COOK IL,IL,N/A,60165,5,REGION 5,0,ALL-BRITE ANODIZING CO,3118 W N AVE,STONE PARK,IL,,60165,,N/A,C,NA,No US Parent,,0,BRIAN BATEMAN,7086814830,,1.10E+11,,41.90751,-87.87197,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60165LLBRT3118W
6016WDYNMC421RA,DYNAMIC MANUFACTURING INC,4201 RAYMOND DR,HILLSIDE,COOK,17031,COOK IL,IL,N/A,60162,5,REGION 5,0,DYNAMIC MANUFACTURING INC,4300 W. MADISON ST,HILLSIDE,IL,,60162,,N/A,C,59455170,DYNAMIC MANUFACTURING INC,DYNAMIC MANUFACTURING INC,0,MICHAEL WELLY,7085477081,MWELLY@DMIMAIL.COM,1.10E+11,,41.87612,-87.88878,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=6016WDYNMC421RA
60174DKNCR2900D,DUKANE CORP,2900 DUKANE DR,SAINT CHARLES,KANE,17089,KANE IL,IL,N/A,60174,5,REGION 5,0,DUKANE CORP,2900 DUKANE DR,SAINT CHARLES,IL,,60174,,N/A,C,NA,No US Parent,,0,CARL OLLERER,6307974990,,1.10E+11,,41.91372,-88.27985,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60174DKNCR2900D
60174PPLDC333N6,APPLIED COMPOSITES CORP,333 N SIXTH ST,SAINT CHARLES,KANE,17089,KANE IL,IL,N/A,60174,5,REGION 5,0,APPLIED COMPOSITES CORP,333 N SIXTH ST,SAINT CHARLES,IL,,60174,,N/A,C,NA,No US Parent,,0,DENNIS MILBY,6307972913,,1.10E+11,,41.916486,-88.322652,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,17,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60174PPLDC333N6
60176CHCGP9700W,CHICAGO POWDERED METAL PRODUCT S CO,9700 WAVELAND AVE,SCHILLER PARK,COOK,17031,COOK IL,IL,N/A,60176,5,REGION 5,0,CHICAGO POWDERED METAL PRODUCT S CO,9700 WAVELAND AVE P. O. BOX 2128,SCHILLER PARK,IL,,60176,,N/A,C,,No US Parent,NA,0,LINDA CAMPBELL,8476782836,LINDACAMPBELL@CHIPM.COM,1.10E+11,,41.946137,-87.869516,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,20,NAD83,,,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60176CHCGP9700W
60176MCNGN3801N,IMS ENGINEERED PRODUCTS LLC,ONE INNOVATION DRIVE,DES PLAINES,COOK,17031,COOK IL,IL,N/A,60016,5,REGION 5,1,IMS ENGINEERED PRODUCTS LLC,ONE INNOVATION DRIVE,DES PLAINES,IL,,60016,,N/A,C,NA,No US Parent,,0,ED SHOOK,8476716670,,1.10E+11,,41.94841,-87.865103,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60176MCNGN3801N
60177CRTVL650SU,CREATIVE ELECTRONICS & SOFTWARE INC.,650 SUNDOWN RD,SOUTH ELGIN,KANE,17089,KANE IL,IL,N/A,60177,5,REGION 5,0,CREATIVE ELECTRONICS & SOFTWARE INC.,650 SUNDOWN RD,SOUTH ELGIN,IL,,60177,,N/A,C,NA,No US Parent,,0,ROBERT W. KOWALSKI,8476950023,RWKOWALSKI@CESINFO.COM,1.10E+11,,42.00416,-88.30281,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60177CRTVL650SU
60185CLRTL530IN,MAPEI CORP,530 INDUSTRIAL DR,WEST CHICAGO,DUPAGE,17043,DUPAGE IL,IL,N/A,60185,5,REGION 5,0,MAPEI CORP,530 INDUSTRIAL DR,WEST CHICAGO,IL,,60185,,N/A,C,148345382,MAPEI CORP,MAPEI CORP,0,DAVID WASHINGTON,6302935800,DWASHINGTON@MAPEI.COM,1.10E+11,,41.8918,-88.23528,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60185CLRTL530IN
60185LMXXTPOWIS,ALCOA EXTRUSIONS INC,1655 POWIS RD,WEST CHICAGO,DUPAGE,17043,DUPAGE IL,IL,N/A,60185,5,REGION 5,1,ALCOA EXTRUSIONS INC,1655 POWIS RD,WEST CHICAGO,IL,,60185,,N/A,C,1339472,ALCOA INC,,0,ALFONSE TREVINO,8137524117,,1.10E+11,,41.91202,-88.23811,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60185LMXXTPOWIS
60185NXNTL1860W,INX INTERNATIONAL INK CO,1860 WESTERN DR,WEST CHICAGO,DUPAGE,17043,DUPAGE IL,IL,N/A,60185,5,REGION 5,0,INX INTERNATIONAL INK CO,150 N MARTINGALE ROADSUITE 700,SCHAUMBURG,IL,,60173,,N/A,C,NA,INX INTERNATIONAL INK CO,INX INTERNATIONAL INK CO,0,DUANE NESS,6306817173,DUANE.NESS@INXINTL.COM,1.10E+11,,41.88964,-88.24168,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60185NXNTL1860W
60185PLYTCBUILD,POLYTECH INDUSTRIES INC,BUILDING 4 - SUITE 29  245 W ROOSEVELT RD,WEST CHICAGO,DUPAGE,17043,DUPAGE IL,IL,N/A,60185,5,REGION 5,0,POLYTECH IND. INC.,P.O. BOX 551,GENEVA,IL,,60134,,N/A,C,NA,No US Parent,,0,RICHARD WALLS,6302935135,,1.10E+11,,41.868889,-88.208611,,,,,,99999999,NAD83,,,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60185PLYTCBUILD
60185TTSNS711IN,OSI INDUSTRIES INC OTTO & SONS,711 IND US TRIAL DR,WEST CHICAGO,DUPAGE,17043,DUPAGE IL,IL,N/A,60185,5,REGION 5,0,OSI INDUSTRIES INC OTTO & SONS,711 IND US TRIAL DR,WEST CHICAGO,IL,,60185,,N/A,C,,No US Parent,OSI INDUSTRIES LLC,0,ERIC NAPIENTEK,7738472000,ENAPIENTEK@OSIGROUP.COM,1.10E+11,,41.895217,-88.23247,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,1,30,NAD83,,,FRS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60185TTSNS711IN
60188FTBND485EL,FIC AMERICA,485 E LIES RD,CAROL STREAM,DUPAGE,17043,DUPAGE IL,IL,N/A,60188,5,REGION 5,0,FIC AMERICA,485 E LIES RD,CAROL STREAM,IL,,60188,,N/A,C,45557377,FUTABA N.A. ENGINEERING & MARKETING CO,FUTABA NORTH AMERICA ENGINEERING & MARKETING CO,0,JEFF SHARIN,6305802123,JSHARIN@FICAMERICA.COM,1.10E+11,,41.93003,-88.10319,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60188FTBND485EL
60188RGRSC171WS,ROGERS CORP HIGH PERFORMANCE FOAMS,171 W ST CHARLES RD,CAROL STREAM,DUPAGE,17043,DUPAGE IL,IL,N/A,60188,5,REGION 5,0,ROGERS CORP HIGH PERFORMANCE FOAMS,171 W ST CHARLES RD,CAROL STREAM,IL,,60188,,N/A,C,18884833,ROGERS CORP,,0,DEBRA GRANGER,8607795596,,1.10E+11,,41.90164,-88.12447,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60188RGRSC171WS
60188THVLS725KI,ENGINEERED POLYMER SOLUTIONS INC (DBA VALSPAR COATINGS),725 KIMBERLY DR,CAROL STREAM,DUPAGE,17043,DUPAGE IL,IL,N/A,60188,5,REGION 5,0,ENGINEERED POLYMER SOLUTIONS INC (DBA VALSPAR COATINGS),725 KIMBERLY DR,CAROL STREAM,IL,,60188,,N/A,C,50736453,VALSPAR CORP,,0,MARC JUAIRE,6123757772,,1.10E+11,,41.92102,-88.11264,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60188THVLS725KI
60191GMDCS789NC,G & M DIE CASTING CO INC,284 RICHERT RD,WOOD DALE,DUPAGE,17043,DUPAGE IL,IL,N/A,60191,5,REGION 5,0,G & M DIE CASTING CO INC,284 RICHERT RD,WOOD DALE,IL,,60191,,N/A,C,,No US Parent,NA,0,MARKUS HIRSCH,6305952340,MARKHIRSCH@GMDIECASTING.COM,1.10E+11,,41.97786,-87.97092,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60191GMDCS789NC
60193RDTND1120M,FDT IND INC,1120 MORSE AVE,SCHAUMBURG,COOK,17031,COOK IL,IL,N/A,60193,5,REGION 5,1,FDT IND INC,1120 MORSE AVE,SCHAUMBURG,IL,,60193,,N/A,C,NA,No US Parent,,0,RAYMOND DEYNE,3125292550,,1.10E+11,,41.99986,-88.10909,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60193RDTND1120M
60202CNHFF221LE,CE NIEHOFF & CO,2021 LEE ST,EVANSTON,COOK,17031,COOK IL,IL,N/A,60202,5,REGION 5,0,CE NIEHOFF & CO,2021 LEE ST,EVANSTON,IL,,60202,,N/A,C,,No US Parent,NA,0,JOHN SILVA,8478665972,JOHNS@CENIEHOFF.COM,1.10E+11,,42.03624,-87.70166,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60202CNHFF221LE
60409CDRCY138TH,CID RECYCLING & DISPOSAL FACILITY,138TH ST & INTERSTATE 94,CALUMET CITY,COOK,17031,COOK IL,IL,N/A,60409,5,REGION 5,0,CID RECYCLING & DISPOSAL FACILITY,PO BOX 1309,CALUMET CITY,IL,,604091309,,N/A,C,47577416,WASTE MANAGEMENT INC,WASTE MANAGEMENT INC,0,KURT NEBEL,7734372008,KNEBEL@WM.COM,1.10E+11,,41.6425,-87.5702,,,GPS - UNSPECIFIED,28,,133,NAD83,,,FRS-US,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60409CDRCY138TH
60409DYNGLPLUMM,GELITA USA - CHICAGO (FORMERLY DYNAGEL INC),10 WENTWORTH AVE,CALUMET CITY,COOK,17031,COOK IL,IL,N/A,60409,5,REGION 5,0,GELITA USA - CHICAGO (FORMERLY DYNAGEL INC),10 WENTWORTH AVE,CALUMET CITY,IL,,60409,,N/A,C,2064764,GELITA USA INC,GELITA USA INC,0,JAMES S. BOGUSLAWSKI,7087305513,JIM.BOGUSLAWSKI@GELITA.COM,1.10E+11,,41.626625,-87.530043,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,99999999,NAD83,,,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60409DYNGLPLUMM
60411CTDFL500ST,CFC INTERNATIONAL,500 STATE ST,CHICAGO HEIGHTS,COOK,17031,COOK IL,IL,N/A,60411,5,REGION 5,0,CFC INTERNATIONAL,500 STATE ST,CHICAGO HEIGHTS,IL,,60411,,N/A,C,5146428,ILLINOIS TOOL WORKS INC,ILLINOIS TOOL WORKS INC,0,PAUL GNIADEK,7087572883,PGNIADEK@ITWSBI.COM,1.10E+11,,41.52174,-87.61724,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-MAP,18,20,99999999,NAD83,24000,17,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60411CTDFL500ST
60411RXNRD415EA,CHEMREX INC,415 E 16TH ST,CHICAGO HEIGHTS,COOK,17031,COOK IL,IL,N/A,60411,5,REGION 5,0,CHEMREX INC.,889 VALLEY PARK DR.,SHAKOPEE,MN,,55379,,N/A,C,6085633,CHEMREX INC,,0,SCOTT SHINN,6124966000,,1.10E+11,,41.50258,-87.615861,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60411RXNRD415EA
60411TRNTY2705S,TRINITY INDUSTRIES INC PLANT 70,2705 STATE ST,CHICAGO HEIGHTS,COOK,17031,COOK IL,IL,N/A,60411,5,REGION 5,0,TRINITY INDUSTRIES INC PLANT 70,2705 STATE ST,CHICAGO HEIGHTS,IL,,60411,,N/A,C,7324254,TRINITY INDUSTRIES INC,,0,DEAN PHELPS,2146314420,,1.10E+11,,41.48835,-87.61608,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60411TRNTY2705S
60419SFTYK633E1,SAFETY-KLEEN SYSTEMS,633 E 138TH ST,DOLTON,COOK,17031,COOK IL,IL,N/A,60419,5,REGION 5,0,SAFETY-KLEEN SYSTEMS,633 E 138TH ST,DOLTON,IL,,60419,,N/A,C,157793639,CLEAN HARBORS INC,CLEAN HARBORS INC,0,JAMES LAUBSTED,7082258155,LAUBSTEDJ@CLEANHARBORS.COM,1.10E+11,,41.6445,-87.6062,,,,,,35944,NAD83,,,FRS-US,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60419SFTYK633E1
60426BLSSL281E1,REPUBLIC TECHS INTL HARVEY CFB,281 E 155TH ST,HARVEY,COOK,17031,COOK IL,IL,N/A,604263797,5,REGION 5,0,REPUBLIC TECHS INTL HARVEY CFB,281 E 155TH ST,HARVEY,IL,,60426-3797,,N/A,C,85296783,REPUBLIC TECHS INTL,,0,P. L. MONNOT,3304385418,,1.10E+11,,41.60812,-87.64025,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60426BLSSL281E1
60426CHCGH16751,CHICAGO HEAT TREATING,16751 S LATHROP AVE,HARVEY,COOK,17031,COOK IL,IL,N/A,604266029,5,REGION 5,0,CHICAGO HEAT TREATING,16751 S LATHROP AVE,HARVEY,IL,,60426-6029,,N/A,C,NA,MIDWEST FASTERNER CORP,,0,ROGER BECKER,7083317707,,1.10E+11,,41.58421,-87.64126,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60426CHCGH16751
60426LLDTB16100,ALLIED TUBE & CONDUIT CORP,16100 S LATHROP AVE,HARVEY,COOK,17031,COOK IL,IL,N/A,60426,5,REGION 5,0,ALLIED TUBE & CONDUIT CORP,16100 S LATHROP AVE,HARVEY,IL,,60426,,N/A,C,NA,ATKORE INTERNATIONAL INC,ATKORE INTERNATIONAL INC,0,DAN KELLY,7082252077,DKELLY@ATKORE.COM,1.10E+11,,41.595535,-87.642446,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,20,NAD83,,,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60426LLDTB16100
